Year,Week,Division,Cases
2025,23,Sylhet Division (Out of CC),null
2025,23,Barishal Division (Out of CC),62
2025,23,Chattogram Division (Out of CC),8
2025,23,Dhaka Division (Out of CC),null
2025,23,DNCC,1
2025,23,DSCC,12
2025,23,Khulna Division (Out of CC),null
2025,23,Mymensingh Division (Out of CC),null
2025,23,Rajshahi Division (Out of CC),null
2025,23,Rangpur Division (Out of CC),null
2025,23,Sylhet Division (Out of CC),null
2025,23,Barishal Division (Out of CC),50
2025,23,Chattogram Division (Out of CC),2
2025,23,Dhaka Division (Out of CC),null
2025,23,DNCC,null
2025,23,DSCC,6
2025,23,Khulna Division (Out of CC),null
2025,23,Mymensingh Division (Out of CC),1
2025,23,Rajshahi Division (Out of CC),null
2025,23,Rangpur Division (Out of CC),1
2025,23,Sylhet Division (Out of CC),2
2025,28,Barishal Division (Out of CC),127
2025,28,Chattogram Division (Out of CC),70
2025,28,Dhaka Division (Out of CC),52
2025,28,DNCC,26
2025,28,DSCC,22
2025,28,Khulna Division (Out of CC),13
2025,28,Mymensingh Division (Out of CC),7
2025,28,Rajshahi Division (Out of CC),null
2025,28,Rangpur Division (Out of CC),null
2025,28,Sylhet Division (Out of CC),null
2025,23,Barishal Division (Out of CC),null
2025,23,Chattogram Division (Out of CC),3
2025,23,Dhaka Division (Out of CC),10
2025,23,DNCC,4
2025,23,DSCC,7
2025,23,Khulna Division (Out of CC),null
2025,23,Mymensingh Division (Out of CC),2
2025,23,Rajshahi Division (Out of CC),null
2025,23,Rangpur Division (Out of CC),null
2025,23,Sylhet Division (Out of CC),null
2025,23,Barishal Division (Out of CC),null
2025,23,Chattogram Division (Out of CC),8
2025,23,Dhaka Division (Out of CC),null
2025,23,DNCC,7
2025,23,DSCC,3
2025,23,Khulna Division (Out of CC),null
2025,23,Mymensingh Division (Out of CC),1
2025,23,Rajshahi Division (Out of CC),null
2025,23,Rangpur Division (Out of CC),null
2025,23,Sylhet Division (Out of CC),null
2025,23,Barishal Division (Out of CC),null
2025,23,Chattogram Division (Out of CC),10
2025,23,Dhaka Division (Out of CC),6
2025,23,DNCC,2
2025,23,DSCC,10
2025,23,Khulna Division (Out of CC),null
2025,23,Mymensingh Division (Out of CC),null
2025,23,Rajshahi Division (Out of CC),null
2025,23,Rangpur Division (Out of CC),null
2025,23,Sylhet Division (Out of CC),null
2025,24,Barishal Division (Out of CC),20
2025,24,Chattogram Division (Out of CC),null
2025,24,Dhaka Division (Out of CC),5
2025,24,DNCC,9
2025,24,DSCC,4
2025,24,Khulna Division (Out of CC),null
2025,24,Mymensingh Division (Out of CC),null
2025,24,Rajshahi Division (Out of CC),null
2025,24,Rangpur Division (Out of CC),null
2025,24,Sylhet Division (Out of CC),null
2025,24,Barishal Division (Out of CC),261
2025,24,Chattogram Division (Out of CC),11
2025,24,Dhaka Division (Out of CC),1
2025,24,DNCC,null
2025,24,DSCC,12
2025,24,Khulna Division (Out of CC),null
2025,24,Mymensingh Division (Out of CC),2
2025,24,Rajshahi Division (Out of CC),1
2025,24,Rangpur Division (Out of CC),null
2025,24,Sylhet Division (Out of CC),null
2025,24,Barishal Division (Out of CC),89
2025,24,Chattogram Division (Out of CC),4
2025,24,Dhaka Division (Out of CC),3
2025,24,DNCC,1
2025,24,DSCC,10
2025,24,Khulna Division (Out of CC),null
2025,24,Mymensingh Division (Out of CC),null
2025,24,Rajshahi Division (Out of CC),1
2025,24,Rangpur Division (Out of CC),null
2025,24,Sylhet Division (Out of CC),null
2025,24,Barishal Division (Out of CC),124
2025,24,Chattogram Division (Out of CC),9
2025,24,Dhaka Division (Out of CC),9
2025,24,DNCC,1
2025,24,DSCC,12
2025,24,Khulna Division (Out of CC),3
2025,24,Mymensingh Division (Out of CC),null
2025,24,Rajshahi Division (Out of CC),null
2025,24,Rangpur Division (Out of CC),null
2025,24,Sylhet Division (Out of CC),1
2025,24,Barishal Division (Out of CC),101
2025,24,Chattogram Division (Out of CC),28
2025,24,Dhaka Division (Out of CC),5
2025,24,DNCC,16
2025,24,DSCC,19
2025,24,Khulna Division (Out of CC),null
2025,24,Mymensingh Division (Out of CC),null
2025,24,Rajshahi Division (Out of CC),null
2025,24,Rangpur Division (Out of CC),null
2025,24,Sylhet Division (Out of CC),null
2025,25,Barishal Division (Out of CC),134
2025,25,Chattogram Division (Out of CC),39
2025,25,Dhaka Division (Out of CC),9
2025,25,DNCC,8
2025,25,DSCC,35
2025,25,Khulna Division (Out of CC),8
2025,25,Mymensingh Division (Out of CC),7
2025,25,Rajshahi Division (Out of CC),5
2025,25,Rangpur Division (Out of CC),3
2025,25,Sylhet Division (Out of CC),1
2025,25,Barishal Division (Out of CC),119
2025,25,Chattogram Division (Out of CC),29
2025,25,Dhaka Division (Out of CC),32
2025,25,DNCC,15
2025,25,DSCC,28
2025,25,Khulna Division (Out of CC),5
2025,25,Mymensingh Division (Out of CC),1
2025,25,Rajshahi Division (Out of CC),5
2025,25,Rangpur Division (Out of CC),null
2025,25,Sylhet Division (Out of CC),null
2025,25,Barishal Division (Out of CC),138
2025,25,Chattogram Division (Out of CC),19
2025,25,Dhaka Division (Out of CC),26
2025,25,DNCC,4
2025,25,DSCC,32
2025,25,Khulna Division (Out of CC),null
2025,25,Mymensingh Division (Out of CC),1
2025,25,Rajshahi Division (Out of CC),24
2025,25,Rangpur Division (Out of CC),null
2025,25,Sylhet Division (Out of CC),null
2025,25,Barishal Division (Out of CC),110
2025,25,Chattogram Division (Out of CC),16
2025,25,Dhaka Division (Out of CC),23
2025,25,DNCC,17
2025,25,DSCC,33
2025,25,Khulna Division (Out of CC),12
2025,25,Mymensingh Division (Out of CC),1
2025,25,Rajshahi Division (Out of CC),null
2025,25,Rangpur Division (Out of CC),null
2025,25,Sylhet Division (Out of CC),null
2025,25,Barishal Division (Out of CC),104
2025,25,Chattogram Division (Out of CC),39
2025,25,Dhaka Division (Out of CC),18
2025,25,DNCC,20
2025,25,DSCC,35
2025,25,Khulna Division (Out of CC),7
2025,25,Mymensingh Division (Out of CC),4
2025,25,Rajshahi Division (Out of CC),18
2025,25,Rangpur Division (Out of CC),3
2025,25,Sylhet Division (Out of CC),null
2025,25,Barishal Division (Out of CC),86
2025,25,Chattogram Division (Out of CC),15
2025,25,Dhaka Division (Out of CC),17
2025,25,DNCC,18
2025,25,DSCC,10
2025,25,Khulna Division (Out of CC),3
2025,25,Mymensingh Division (Out of CC),null
2025,25,Rajshahi Division (Out of CC),2
2025,25,Rangpur Division (Out of CC),null
2025,25,Sylhet Division (Out of CC),null
2025,25,Barishal Division (Out of CC),167
2025,25,Chattogram Division (Out of CC),76
2025,25,Dhaka Division (Out of CC),15
2025,25,DNCC,19
2025,25,DSCC,43
2025,25,Khulna Division (Out of CC),8
2025,25,Mymensingh Division (Out of CC),null
2025,25,Rajshahi Division (Out of CC),24
2025,25,Rangpur Division (Out of CC),null
2025,25,Sylhet Division (Out of CC),null
2025,25,Barishal Division (Out of CC),136
2025,25,Chattogram Division (Out of CC),64
2025,25,Dhaka Division (Out of CC),38
2025,25,DNCC,21
2025,25,DSCC,43
2025,25,Khulna Division (Out of CC),15
2025,25,Mymensingh Division (Out of CC),2
2025,25,Rajshahi Division (Out of CC),10
2025,25,Rangpur Division (Out of CC),null
2025,25,Sylhet Division (Out of CC),null
2025,25,Barishal Division (Out of CC),126
2025,25,Chattogram Division (Out of CC),80
2025,25,Dhaka Division (Out of CC),31
2025,25,DNCC,22
2025,25,DSCC,64
2025,25,Khulna Division (Out of CC),25
2025,25,Mymensingh Division (Out of CC),1
2025,25,Rajshahi Division (Out of CC),41
2025,25,Rangpur Division (Out of CC),1
2025,25,Sylhet Division (Out of CC),null
2025,26,Barishal Division (Out of CC),157
2025,26,Chattogram Division (Out of CC),58
2025,26,Dhaka Division (Out of CC),35
2025,26,DNCC,42
2025,26,DSCC,50
2025,26,Khulna Division (Out of CC),8
2025,26,Mymensingh Division (Out of CC),null
2025,26,Rajshahi Division (Out of CC),44
2025,26,Rangpur Division (Out of CC),null
2025,26,Sylhet Division (Out of CC),null
2025,26,Barishal Division (Out of CC),118
2025,26,Chattogram Division (Out of CC),43
2025,26,Dhaka Division (Out of CC),43
2025,26,DNCC,26
2025,26,DSCC,45
2025,26,Khulna Division (Out of CC),16
2025,26,Mymensingh Division (Out of CC),5
2025,26,Rajshahi Division (Out of CC),29
2025,26,Rangpur Division (Out of CC),null
2025,26,Sylhet Division (Out of CC),1
2025,26,Barishal Division (Out of CC),74
2025,26,Chattogram Division (Out of CC),8
2025,26,Dhaka Division (Out of CC),30
2025,26,DNCC,28
2025,26,DSCC,32
2025,26,Khulna Division (Out of CC),2
2025,26,Mymensingh Division (Out of CC),null
2025,26,Rajshahi Division (Out of CC),18
2025,26,Rangpur Division (Out of CC),null
2025,26,Sylhet Division (Out of CC),3
2025,26,Barishal Division (Out of CC),107
2025,26,Chattogram Division (Out of CC),11
2025,26,Dhaka Division (Out of CC),12
2025,26,DNCC,15
2025,26,DSCC,6
2025,26,Khulna Division (Out of CC),null
2025,26,Mymensingh Division (Out of CC),null
2025,26,Rajshahi Division (Out of CC),6
2025,26,Rangpur Division (Out of CC),null
2025,26,Sylhet Division (Out of CC),2
2025,26,Barishal Division (Out of CC),141
2025,26,Chattogram Division (Out of CC),40
2025,26,Dhaka Division (Out of CC),18
2025,26,DNCC,8
2025,26,DSCC,40
2025,26,Khulna Division (Out of CC),6
2025,26,Mymensingh Division (Out of CC),6
2025,26,Rajshahi Division (Out of CC),null
2025,26,Rangpur Division (Out of CC),null
2025,26,Sylhet Division (Out of CC),3
2025,27,Barishal Division (Out of CC),136
2025,27,Chattogram Division (Out of CC),55
2025,27,Dhaka Division (Out of CC),48
2025,27,DNCC,32
2025,27,DSCC,28
2025,27,Khulna Division (Out of CC),41
2025,27,Mymensingh Division (Out of CC),10
2025,27,Rajshahi Division (Out of CC),33
2025,27,Rangpur Division (Out of CC),null
2025,27,Sylhet Division (Out of CC),null
2025,27,Barishal Division (Out of CC),149
2025,27,Chattogram Division (Out of CC),57
2025,27,Dhaka Division (Out of CC),61
2025,27,DNCC,42
2025,27,DSCC,45
2025,27,Khulna Division (Out of CC),21
2025,27,Mymensingh Division (Out of CC),null
2025,27,Rajshahi Division (Out of CC),54
2025,27,Rangpur Division (Out of CC),null
2025,27,Sylhet Division (Out of CC),null
2025,9,Barishal Division (Out of CC),6
2025,9,Chattogram Division (Out of CC),3
2025,9,Dhaka Division (Out of CC),null
2025,9,DNCC,1
2025,9,DSCC,1
2025,9,Khulna Division (Out of CC),null
2025,9,Mymensingh Division (Out of CC),null
2025,9,Rajshahi Division (Out of CC),null
2025,10,Barishal Division (Out of CC),null
2025,10,Chattogram Division (Out of CC),2
2025,10,Dhaka Division (Out of CC),1
2025,10,DNCC,2
2025,10,DSCC,null
2025,10,Khulna Division (Out of CC),3
2025,10,Mymensingh Division (Out of CC),null
2025,10,Rajshahi Division (Out of CC),null
2025,10,Barishal Division (Out of CC),1
2025,10,Chattogram Division (Out of CC),null
2025,10,Dhaka Division (Out of CC),4
2025,10,DNCC,null
2025,10,DSCC,2
2025,10,Khulna Division (Out of CC),null
2025,10,Mymensingh Division (Out of CC),null
2025,10,Rajshahi Division (Out of CC),null
2025,10,Barishal Division (Out of CC),4
2025,10,Chattogram Division (Out of CC),1
2025,10,Dhaka Division (Out of CC),1
2025,10,DNCC,2
2025,10,DSCC,1
2025,10,Khulna Division (Out of CC),2
2025,10,Mymensingh Division (Out of CC),null
2025,10,Rajshahi Division (Out of CC),null
2025,10,Barishal Division (Out of CC),3
2025,10,Chattogram Division (Out of CC),null
2025,10,Dhaka Division (Out of CC),1
2025,10,DNCC,1
2025,10,DSCC,2
2025,10,Khulna Division (Out of CC),null
2025,10,Mymensingh Division (Out of CC),null
2025,10,Rajshahi Division (Out of CC),null
2025,10,Barishal Division (Out of CC),1
2025,10,Chattogram Division (Out of CC),null
2025,10,Dhaka Division (Out of CC),null
2025,10,DNCC,1
2025,10,DSCC,null
2025,10,Khulna Division (Out of CC),2
2025,10,Mymensingh Division (Out of CC),null
2025,10,Rajshahi Division (Out of CC),1
2025,10,Barishal Division (Out of CC),1
2025,10,Chattogram Division (Out of CC),1
2025,10,Dhaka Division (Out of CC),null
2025,10,DNCC,1
2025,10,DSCC,1
2025,10,Khulna Division (Out of CC),1
2025,10,Mymensingh Division (Out of CC),null
2025,10,Rajshahi Division (Out of CC),null
2025,10,Barishal Division (Out of CC),5
2025,10,Chattogram Division (Out of CC),null
2025,10,Dhaka Division (Out of CC),null
2025,10,DNCC,1
2025,10,DSCC,3
2025,10,Khulna Division (Out of CC),null
2025,10,Mymensingh Division (Out of CC),null
2025,10,Rajshahi Division (Out of CC),null
2025,11,Barishal Division (Out of CC),10
2025,11,Chattogram Division (Out of CC),3
2025,11,Dhaka Division (Out of CC),1
2025,11,DNCC,1
2025,11,DSCC,6
2025,11,Khulna Division (Out of CC),5
2025,11,Mymensingh Division (Out of CC),null
2025,11,Rajshahi Division (Out of CC),null
2025,11,Barishal Division (Out of CC),2
2025,11,Chattogram Division (Out of CC),13
2025,11,Dhaka Division (Out of CC),5
2025,11,DNCC,1
2025,11,DSCC,3
2025,11,Khulna Division (Out of CC),null
2025,11,Mymensingh Division (Out of CC),null
2025,11,Rajshahi Division (Out of CC),null
2025,11,Barishal Division (Out of CC),1
2025,11,Chattogram Division (Out of CC),null
2025,11,Dhaka Division (Out of CC),8
2025,11,DNCC,null
2025,11,DSCC,3
2025,11,Khulna Division (Out of CC),1
2025,11,Mymensingh Division (Out of CC),null
2025,11,Rajshahi Division (Out of CC),null
2025,11,Barishal Division (Out of CC),7
2025,11,Chattogram Division (Out of CC),5
2025,11,Dhaka Division (Out of CC),1
2025,11,DNCC,null
2025,11,DSCC,3
2025,11,Khulna Division (Out of CC),null
2025,11,Mymensingh Division (Out of CC),null
2025,11,Rajshahi Division (Out of CC),1
2025,11,Barishal Division (Out of CC),5
2025,11,Chattogram Division (Out of CC),2
2025,11,Dhaka Division (Out of CC),2
2025,11,DNCC,4
2025,11,DSCC,4
2025,11,Khulna Division (Out of CC),1
2025,11,Mymensingh Division (Out of CC),null
2025,11,Rajshahi Division (Out of CC),null
2025,11,Barishal Division (Out of CC),null
2025,11,Chattogram Division (Out of CC),6
2025,11,Dhaka Division (Out of CC),null
2025,11,DNCC,3
2025,11,DSCC,1
2025,11,Khulna Division (Out of CC),null
2025,11,Mymensingh Division (Out of CC),null
2025,11,Rajshahi Division (Out of CC),null
2025,11,Barishal Division (Out of CC),3
2025,11,Chattogram Division (Out of CC),null
2025,11,Dhaka Division (Out of CC),null
2025,11,DNCC,1
2025,11,DSCC,4
2025,11,Khulna Division (Out of CC),null
2025,11,Mymensingh Division (Out of CC),1
2025,11,Rajshahi Division (Out of CC),null
2025,12,Barishal Division (Out of CC),9
2025,12,Chattogram Division (Out of CC),3
2025,12,Dhaka Division (Out of CC),7
2025,12,DNCC,null
2025,12,DSCC,1
2025,12,Khulna Division (Out of CC),1
2025,12,Mymensingh Division (Out of CC),1
2025,12,Rajshahi Division (Out of CC),null
2025,12,Barishal Division (Out of CC),6
2025,12,Chattogram Division (Out of CC),9
2025,12,Dhaka Division (Out of CC),5
2025,12,DNCC,1
2025,12,DSCC,1
2025,12,Khulna Division (Out of CC),null
2025,12,Mymensingh Division (Out of CC),null
2025,12,Rajshahi Division (Out of CC),null
2025,12,Barishal Division (Out of CC),null
2025,12,Chattogram Division (Out of CC),3
2025,12,Dhaka Division (Out of CC),4
2025,12,DNCC,1
2025,12,DSCC,null
2025,12,Khulna Division (Out of CC),null
2025,12,Mymensingh Division (Out of CC),null
2025,12,Rajshahi Division (Out of CC),null
2025,12,Barishal Division (Out of CC),null
2025,12,Chattogram Division (Out of CC),6
2025,12,Dhaka Division (Out of CC),1
2025,12,DNCC,3
2025,12,DSCC,null
2025,12,Khulna Division (Out of CC),null
2025,12,Mymensingh Division (Out of CC),5
2025,12,Rajshahi Division (Out of CC),2
2025,12,Barishal Division (Out of CC),7
2025,12,Chattogram Division (Out of CC),1
2025,12,Dhaka Division (Out of CC),1
2025,12,DNCC,null
2025,12,DSCC,2
2025,12,Khulna Division (Out of CC),2
2025,12,Mymensingh Division (Out of CC),null
2025,12,Rajshahi Division (Out of CC),null
2025,12,Barishal Division (Out of CC),null
2025,12,Chattogram Division (Out of CC),null
2025,12,Dhaka Division (Out of CC),null
2025,12,DNCC,1
2025,12,DSCC,null
2025,12,Khulna Division (Out of CC),null
2025,12,Mymensingh Division (Out of CC),null
2025,12,Rajshahi Division (Out of CC),null
2025,12,Barishal Division (Out of CC),2
2025,12,Chattogram Division (Out of CC),null
2025,12,Dhaka Division (Out of CC),4
2025,12,DNCC,null
2025,12,DSCC,4
2025,12,Khulna Division (Out of CC),3
2025,12,Mymensingh Division (Out of CC),null
2025,12,Rajshahi Division (Out of CC),null
2025,12,Barishal Division (Out of CC),4
2025,12,Chattogram Division (Out of CC),3
2025,12,Dhaka Division (Out of CC),3
2025,12,DNCC,null
2025,12,DSCC,1
2025,12,Khulna Division (Out of CC),null
2025,12,Mymensingh Division (Out of CC),null
2025,12,Rajshahi Division (Out of CC),1
2025,13,Barishal Division (Out of CC),5
2025,13,Chattogram Division (Out of CC),12
2025,13,Dhaka Division (Out of CC),null
2025,13,DNCC,null
2025,13,DSCC,5
2025,13,Khulna Division (Out of CC),null
2025,13,Mymensingh Division (Out of CC),null
2025,13,Rajshahi Division (Out of CC),null
2025,13,Barishal Division (Out of CC),1
2025,13,Chattogram Division (Out of CC),2
2025,13,Dhaka Division (Out of CC),null
2025,13,DNCC,null
2025,13,DSCC,1
2025,13,Khulna Division (Out of CC),null
2025,13,Mymensingh Division (Out of CC),null
2025,13,Rajshahi Division (Out of CC),null
2025,13,Barishal Division (Out of CC),null
2025,13,Chattogram Division (Out of CC),null
2025,13,Dhaka Division (Out of CC),null
2025,13,DNCC,1
2025,13,DSCC,1
2025,13,Khulna Division (Out of CC),null
2025,13,Mymensingh Division (Out of CC),null
2025,13,Rajshahi Division (Out of CC),null
2025,13,Barishal Division (Out of CC),2
2025,13,Chattogram Division (Out of CC),null
2025,13,Dhaka Division (Out of CC),2
2025,13,DNCC,2
2025,13,DSCC,2
2025,13,Khulna Division (Out of CC),2
2025,13,Mymensingh Division (Out of CC),1
2025,13,Rajshahi Division (Out of CC),null
2025,13,Barishal Division (Out of CC),null
2025,13,Chattogram Division (Out of CC),2
2025,13,Dhaka Division (Out of CC),null
2025,13,DNCC,null
2025,13,DSCC,1
2025,13,Khulna Division (Out of CC),null
2025,13,Mymensingh Division (Out of CC),null
2025,13,Rajshahi Division (Out of CC),null
2025,13,Barishal Division (Out of CC),null
2025,13,Chattogram Division (Out of CC),1
2025,13,Dhaka Division (Out of CC),null
2025,13,DNCC,null
2025,13,DSCC,1
2025,13,Khulna Division (Out of CC),null
2025,13,Mymensingh Division (Out of CC),null
2025,13,Rajshahi Division (Out of CC),null
2025,14,Barishal Division (Out of CC),null
2025,14,Chattogram Division (Out of CC),null
2025,14,Dhaka Division (Out of CC),null
2025,14,DNCC,null
2025,14,DSCC,2
2025,14,Khulna Division (Out of CC),null
2025,14,Mymensingh Division (Out of CC),null
2025,14,Rajshahi Division (Out of CC),null
2025,14,Barishal Division (Out of CC),null
2025,14,Chattogram Division (Out of CC),2
2025,14,Dhaka Division (Out of CC),null
2025,14,DNCC,null
2025,14,DSCC,null
2025,14,Khulna Division (Out of CC),null
2025,14,Mymensingh Division (Out of CC),null
2025,14,Rajshahi Division (Out of CC),null
2025,14,Barishal Division (Out of CC),null
2025,14,Chattogram Division (Out of CC),null
2025,14,Dhaka Division (Out of CC),3
2025,14,DNCC,null
2025,14,DSCC,1
2025,14,Khulna Division (Out of CC),null
2025,14,Mymensingh Division (Out of CC),null
2025,14,Rajshahi Division (Out of CC),null
2025,14,Rangpur Division (Out of CC),null
2025,14,Barishal Division (Out of CC),null
2025,14,Chattogram Division (Out of CC),null
2025,14,Dhaka Division (Out of CC),1
2025,14,DNCC,null
2025,14,DSCC,null
2025,14,Khulna Division (Out of CC),null
2025,14,Mymensingh Division (Out of CC),1
2025,14,Rajshahi Division (Out of CC),null
2025,14,Rangpur Division (Out of CC),null
2025,14,Barishal Division (Out of CC),11
2025,14,Chattogram Division (Out of CC),null
2025,14,Dhaka Division (Out of CC),2
2025,14,DNCC,null
2025,14,DSCC,null
2025,14,Khulna Division (Out of CC),null
2025,14,Mymensingh Division (Out of CC),null
2025,14,Rajshahi Division (Out of CC),null
2025,14,Rangpur Division (Out of CC),null
2025,14,Barishal Division (Out of CC),1
2025,14,Chattogram Division (Out of CC),null
2025,14,Dhaka Division (Out of CC),null
2025,14,DNCC,null
2025,14,DSCC,1
2025,14,Khulna Division (Out of CC),null
2025,14,Mymensingh Division (Out of CC),null
2025,14,Rajshahi Division (Out of CC),null
2025,14,Rangpur Division (Out of CC),null
2025,14,Barishal Division (Out of CC),5
2025,14,Chattogram Division (Out of CC),null
2025,14,Dhaka Division (Out of CC),null
2025,14,DNCC,3
2025,14,DSCC,1
2025,14,Khulna Division (Out of CC),1
2025,14,Mymensingh Division (Out of CC),null
2025,14,Rajshahi Division (Out of CC),null
2025,14,Rangpur Division (Out of CC),null
2025,15,Barishal Division (Out of CC),28
2025,15,Chattogram Division (Out of CC),16
2025,15,Dhaka Division (Out of CC),6
2025,15,DNCC,1
2025,15,DSCC,null
2025,15,Khulna Division (Out of CC),1
2025,15,Mymensingh Division (Out of CC),null
2025,15,Rajshahi Division (Out of CC),null
2025,15,Rangpur Division (Out of CC),null
2025,15,Barishal Division (Out of CC),12
2025,15,Chattogram Division (Out of CC),6
2025,15,Dhaka Division (Out of CC),1
2025,15,DNCC,1
2025,15,DSCC,3
2025,15,Khulna Division (Out of CC),null
2025,15,Mymensingh Division (Out of CC),null
2025,15,Rajshahi Division (Out of CC),null
2025,15,Rangpur Division (Out of CC),null
2025,15,Barishal Division (Out of CC),10
2025,15,Chattogram Division (Out of CC),4
2025,15,Dhaka Division (Out of CC),4
2025,15,DNCC,1
2025,15,DSCC,1
2025,15,Khulna Division (Out of CC),null
2025,15,Mymensingh Division (Out of CC),null
2025,15,Rajshahi Division (Out of CC),null
2025,15,Rangpur Division (Out of CC),null
2025,15,Barishal Division (Out of CC),11
2025,15,Chattogram Division (Out of CC),7
2025,15,Dhaka Division (Out of CC),3
2025,15,DNCC,null
2025,15,DSCC,3
2025,15,Khulna Division (Out of CC),2
2025,15,Mymensingh Division (Out of CC),3
2025,15,Rajshahi Division (Out of CC),null
2025,15,Rangpur Division (Out of CC),null
2025,15,Barishal Division (Out of CC),11
2025,15,Chattogram Division (Out of CC),null
2025,15,Dhaka Division (Out of CC),2
2025,15,DNCC,2
2025,15,DSCC,2
2025,15,Khulna Division (Out of CC),1
2025,15,Mymensingh Division (Out of CC),null
2025,15,Rajshahi Division (Out of CC),null
2025,15,Rangpur Division (Out of CC),null
2025,15,Barishal Division (Out of CC),3
2025,15,Chattogram Division (Out of CC),2
2025,15,Dhaka Division (Out of CC),null
2025,15,DNCC,2
2025,15,DSCC,1
2025,15,Khulna Division (Out of CC),null
2025,15,Mymensingh Division (Out of CC),null
2025,15,Rajshahi Division (Out of CC),null
2025,15,Rangpur Division (Out of CC),null
2025,15,Barishal Division (Out of CC),10
2025,15,Chattogram Division (Out of CC),2
2025,15,Dhaka Division (Out of CC),4
2025,15,DNCC,3
2025,15,DSCC,3
2025,15,Khulna Division (Out of CC),null
2025,15,Mymensingh Division (Out of CC),null
2025,15,Rajshahi Division (Out of CC),null
2025,15,Rangpur Division (Out of CC),null
2025,16,Barishal Division (Out of CC),15
2025,16,Chattogram Division (Out of CC),4
2025,16,Dhaka Division (Out of CC),null
2025,16,DNCC,1
2025,16,DSCC,4
2025,16,Khulna Division (Out of CC),1
2025,16,Mymensingh Division (Out of CC),null
2025,16,Rajshahi Division (Out of CC),1
2025,16,Rangpur Division (Out of CC),null
2025,16,Barishal Division (Out of CC),null
2025,16,Chattogram Division (Out of CC),4
2025,16,Dhaka Division (Out of CC),null
2025,16,DNCC,2
2025,16,DSCC,null
2025,16,Khulna Division (Out of CC),null
2025,16,Mymensingh Division (Out of CC),1
2025,16,Rajshahi Division (Out of CC),null
2025,16,Rangpur Division (Out of CC),null
2025,16,Barishal Division (Out of CC),15
2025,16,Chattogram Division (Out of CC),12
2025,16,Dhaka Division (Out of CC),2
2025,16,DNCC,1
2025,16,DSCC,10
2025,16,Khulna Division (Out of CC),null
2025,16,Mymensingh Division (Out of CC),null
2025,16,Rajshahi Division (Out of CC),null
2025,16,Rangpur Division (Out of CC),1
2025,16,Barishal Division (Out of CC),8
2025,16,Chattogram Division (Out of CC),4
2025,16,Dhaka Division (Out of CC),1
2025,16,DNCC,null
2025,16,DSCC,3
2025,16,Khulna Division (Out of CC),null
2025,16,Mymensingh Division (Out of CC),null
2025,16,Rajshahi Division (Out of CC),null
2025,16,Rangpur Division (Out of CC),null
2025,16,Barishal Division (Out of CC),15
2025,16,Chattogram Division (Out of CC),null
2025,16,Dhaka Division (Out of CC),null
2025,16,DNCC,2
2025,16,DSCC,1
2025,16,Khulna Division (Out of CC),null
2025,16,Mymensingh Division (Out of CC),null
2025,16,Rajshahi Division (Out of CC),null
2025,16,Rangpur Division (Out of CC),null
2025,16,Barishal Division (Out of CC),null
2025,16,Chattogram Division (Out of CC),4
2025,16,Dhaka Division (Out of CC),null
2025,16,DNCC,3
2025,16,DSCC,1
2025,16,Khulna Division (Out of CC),null
2025,16,Mymensingh Division (Out of CC),2
2025,16,Rajshahi Division (Out of CC),null
2025,16,Rangpur Division (Out of CC),null
2025,16,Barishal Division (Out of CC),16
2025,16,Chattogram Division (Out of CC),4
2025,16,Dhaka Division (Out of CC),null
2025,16,DNCC,5
2025,16,DSCC,7
2025,16,Khulna Division (Out of CC),3
2025,16,Mymensingh Division (Out of CC),null
2025,16,Rajshahi Division (Out of CC),null
2025,16,Rangpur Division (Out of CC),null
2025,17,Barishal Division (Out of CC),30
2025,17,Chattogram Division (Out of CC),11
2025,17,Dhaka Division (Out of CC),2
2025,17,DNCC,1
2025,17,DSCC,4
2025,17,Khulna Division (Out of CC),null
2025,17,Mymensingh Division (Out of CC),null
2025,17,Rajshahi Division (Out of CC),1
2025,17,Rangpur Division (Out of CC),null
2025,17,Barishal Division (Out of CC),22
2025,17,Chattogram Division (Out of CC),11
2025,17,Dhaka Division (Out of CC),4
2025,17,DNCC,null
2025,17,DSCC,5
2025,17,Khulna Division (Out of CC),null
2025,17,Mymensingh Division (Out of CC),null
2025,17,Rajshahi Division (Out of CC),null
2025,17,Rangpur Division (Out of CC),null
2025,17,Barishal Division (Out of CC),11
2025,17,Chattogram Division (Out of CC),9
2025,17,Dhaka Division (Out of CC),null
2025,17,DNCC,4
2025,17,DSCC,5
2025,17,Khulna Division (Out of CC),null
2025,17,Mymensingh Division (Out of CC),2
2025,17,Rajshahi Division (Out of CC),null
2025,17,Rangpur Division (Out of CC),null
2025,17,Barishal Division (Out of CC),12
2025,17,Chattogram Division (Out of CC),9
2025,17,Dhaka Division (Out of CC),2
2025,17,DNCC,3
2025,17,DSCC,7
2025,17,Khulna Division (Out of CC),3
2025,17,Mymensingh Division (Out of CC),2
2025,17,Rajshahi Division (Out of CC),null
2025,17,Rangpur Division (Out of CC),null
2025,17,Barishal Division (Out of CC),18
2025,17,Chattogram Division (Out of CC),5
2025,17,Dhaka Division (Out of CC),3
2025,17,DNCC,2
2025,17,DSCC,5
2025,17,Khulna Division (Out of CC),null
2025,17,Mymensingh Division (Out of CC),null
2025,17,Rajshahi Division (Out of CC),null
2025,17,Rangpur Division (Out of CC),null
2025,17,Barishal Division (Out of CC),null
